visita_id,preso_id,preso_documento,preso_nombres,preso_apellidos,preso_fecha_nacimiento,preso_delito,preso_estado,preso_celda,preso_patio,preso_fecha_ingreso,visitante_nombre,visitante_documento,visita_fecha,visita_hora,visita_estado,visita_motivo_denegacion,guardia_id,guardia_documento,guardia_nombres,guardia_apellidos,guardia_rango,guardia_turno,guardia_patio,guardia_zona,guardia_estado,hubo_incidente,incidente_id,incidente_tipo,incidente_descripcion,incidente_fecha,incidente_hora,incidente_estado
5445,25,176082500,Olga,Herrera Aguilar,1990-01-03,Violencia intrafamiliar,ACTIVO,A034,Patio 5,2022-08-26,Jorge Munar,536178692,2024-06-11,11:15:00,PERMITIDA,,10,729712082,Yaneth,Montoya Cruz,OFICIAL,MANANA,Patio 4,Zona Este,ACTIVO,NO,,,,,,
5446,88,793532952,Ferney,Ospina Alvarez,1995-07-27,Trafico de estupefacientes,ACTIVO,B017,Patio 4,2021-05-13,Edison Lozano,164798001,2024-11-24,14:00:00,APROBADA,,5,779760958,Natalia,Montoya Soto,SARGENTO,TARDE,Patio 5,Zona Central,ACTIVO,SI,1054,Trafico interno de sustancias,El preso protagonizó un acto de automutilación durante la visita,2024-11-24,17:30:00,RESUELTO
5447,1,786579303,David,Rodriguez Acosta,1972-05-03,Extorsion,ACTIVO,E029,Patio 1,2020-06-27,Luis Ramirez,550720324,2023-03-07,10:15:00,APROBADA,,3,133447745,Juan,Parra Chavez,TENIENTE,NOCHE,Patio 1,Zona Oeste,ACTIVO,NO,,,,,,
5448,117,945805127,Olga,Aguilar Garcia,1972-09-08,Terrorismo,ACTIVO,D031,Patio 5,2022-09-29,Jairo Diaz,1072470512,2024-01-26,13:30:00,DENEGADA,Preso en aislamiento,19,153432064,Wilson,Perez Aguilar,TENIENTE,NOCHE,Patio 4,Zona Oeste,ACTIVO,NO,,,,,,
5449,63,288856883,Edison,Salcedo Diaz,1962-04-02,Abuso sexual,ACTIVO,A032,Patio 4,2020-09-30,Miguel Guerrero,358605240,2023-08-15,16:15:00,FINALIZADA,,6,642831335,Paola,Ruiz Sanchez,OFICIAL,MANANA,Patio 5,Zona Sur,ACTIVO,NO,,,,,,
5450,79,721358005,Luis,Mendoza Zapata,1990-05-20,Falsedad documental,LIBERADO,C022,Patio 2,2020-06-04,Luis Acosta,622553904,2024-02-07,10:15:00,CANCELADA,,10,729712082,Yaneth,Montoya Cruz,OFICIAL,MANANA,Patio 4,Zona Este,ACTIVO,NO,,,,,,
5451,68,168965204,Liliana,Ramos Cruz,1984-05-04,Violencia intrafamiliar,SINDICADO,B013,Patio 4,2022-03-08,Jhon Zapata,936123052,2024-10-20,08:30:00,APROBADA,,20,544726404,Camilo,Jimenez Molina,SUBOFICIAL,MANANA,Patio 3,Zona Oeste,ACTIVO,NO,,,,,,
5452,4,849621470,Monica,Cruz Aguilar,1966-12-22,Extorsion,LIBERADO,C007,Patio 1,2020-07-08,Henry Salcedo,788351508,2024-09-20,13:00:00,RECHAZADA,Horario no disponible,11,905611583,Monica,Bravo Lopez,SARGENTO,NOCHE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
5453,18,264109919,Claudia,Molina Vargas,1984-03-12,Fabricacion de explosivos,TRASLADADO,A001,Patio 5,2021-10-25,Adriana Ospina,292336788,2024-07-10,11:45:00,APROBADA,,14,978779150,Viviana,Bedoya Mora,OFICIAL,NOCHE,Patio 1,Zona Central,INACTIVO,NO,,,,,,
5454,22,1097413271,Esperanza,Molina Bravo,1990-12-11,Extorsion,CONDENADO,C023,Patio 3,2022-06-16,David Lopez,994081465,2024-12-17,16:45:00,APROBADA,,1,664880035,David,Acosta Martinez,TENIENTE,TARDE,Patio 3,Zona Central,ACTIVO,NO,,,,,,
5455,96,530256336,Martha,Martinez Zapata,1988-03-26,Concierto para delinquir,ACTIVO,A039,Patio 5,2021-09-14,Dario Acosta,1039799589,2023-03-23,13:45:00,RECHAZADA,Cupo maximo alcanzado,19,153432064,Wilson,Perez Aguilar,TENIENTE,NOCHE,Patio 4,Zona Oeste,ACTIVO,NO,,,,,,
5456,22,1097413271,Esperanza,Molina Bravo,1990-12-11,Extorsion,CONDENADO,C023,Patio 3,2022-06-16,Mario Cano,483635684,2023-12-14,13:00:00,CANCELADA,,12,644830077,Nelson,Flores Vega,TENIENTE,MANANA,Patio 1,Zona Este,ACTIVO,NO,,,,,,
5457,95,614015466,Adriana,Cruz Castro,1962-04-21,Secuestro,TRASLADADO,D003,Patio 1,2020-05-13,Jose Torres,203109401,2024-09-29,14:30:00,APROBADA,,6,642831335,Paola,Ruiz Sanchez,OFICIAL,MANANA,Patio 5,Zona Sur,ACTIVO,NO,,,,,,
5458,124,440012324,Hector,Soto Molina,1981-11-20,Fraude procesal,SINDICADO,D039,Patio 1,2021-04-25,Juan Vega,274057518,2023-05-12,16:30:00,APROBADA,,7,1053580472,Edwin,Ramos Cruz,TENIENTE,TARDE,Patio 4,Zona Norte,ACTIVO,SI,1055,Infraccion disciplinaria,Se detectó comunicación no autorizada entre preso y visitante,2023-05-12,18:15:00,RESUELTO
5459,6,1090307112,Patricia,Perez Montoya,1973-02-24,Fraude procesal,CONDENADO,C013,Patio 5,2021-01-28,Ruben Sanchez,801981612,2024-09-24,09:45:00,APROBADA,,5,779760958,Natalia,Montoya Soto,SARGENTO,TARDE,Patio 5,Zona Central,ACTIVO,NO,,,,,,
5460,63,288856883,Edison,Salcedo Diaz,1962-04-02,Abuso sexual,ACTIVO,A032,Patio 4,2020-09-30,Martha Salcedo,909073677,2023-05-30,08:30:00,DENEGADA,Horario no disponible,9,191659287,Andres,Ruiz Sanchez,OFICIAL,NOCHE,Patio 3,Zona Sur,ACTIVO,NO,,,,,,
5461,29,1038972143,Pedro,Alvarez Montoya,1964-05-23,Trafico de estupefacientes,CONDENADO,D019,Patio 1,2020-07-10,Jose Aguilar,1012528608,2023-04-20,12:30:00,FINALIZADA,,8,435569630,Hernan,Medina Ortiz,CABO,NOCHE,Patio 4,Zona Norte,ACTIVO,SI,1056,Dano a instalaciones,El interno amenazó al personal de guardia durante la visita,2023-04-20,08:15:00,PENDIENTE
5462,17,918150683,Oscar,Cardenas Sanchez,1999-01-18,Concierto para delinquir,ACTIVO,E004,Patio 5,2021-02-11,Felipe Herrera,599260346,2023-01-17,08:00:00,APROBADA,,8,435569630,Hernan,Medina Ortiz,CABO,NOCHE,Patio 4,Zona Norte,ACTIVO,SI,1057,Huelga de hambre,El guardia intervino para separar a dos internos en conflicto,2023-01-17,12:30:00,EN_PROCESO
5463,123,939156387,Rodrigo,Cruz Bedoya,1991-01-27,Lavado de activos,CONDENADO,C005,Patio 5,2022-02-17,Viviana Torres,893479374,2024-11-25,21:00:00,PERMITIDA,,17,669601448,Nelson,Gutierrez Ramos,TENIENTE,TARDE,Patio 2,Zona Este,ACTIVO,NO,,,,,,
5464,35,765055833,Andres,Ramos Vega,1986-03-07,Estafa,SINDICADO,B027,Patio 2,2021-10-05,Jairo Parra,757747584,2024-04-30,08:15:00,FINALIZADA,,16,294782734,Rafael,Zapata Vega,TENIENTE,MANANA,Patio 2,Zona Norte,ACTIVO,SI,1058,Huelga de hambre,El visitante fue retirado por alterar el orden en visitas,2024-04-30,15:45:00,RESUELTO
5465,150,115956152,Diana,Herrera Cano,1974-07-10,Trafico de estupefacientes,ACTIVO,A014,Patio 2,2022-05-12,Natalia Ruiz,795748068,2024-04-05,19:15:00,PERMITIDA,,17,669601448,Nelson,Gutierrez Ramos,TENIENTE,TARDE,Patio 2,Zona Este,ACTIVO,NO,,,,,,
5466,79,721358005,Luis,Mendoza Zapata,1990-05-20,Falsedad documental,LIBERADO,C022,Patio 2,2020-06-04,Edison Ruiz,944241444,2023-03-07,11:30:00,APROBADA,,3,133447745,Juan,Parra Chavez,TENIENTE,NOCHE,Patio 1,Zona Oeste,ACTIVO,NO,,,,,,
5467,75,996478772,Andres,Parra Rodriguez,1993-08-07,Abuso sexual,ACTIVO,C010,Patio 2,2020-05-20,Ferney Chavez,304011395,2024-09-29,14:45:00,APROBADA,,20,544726404,Camilo,Jimenez Molina,SUBOFICIAL,MANANA,Patio 3,Zona Oeste,ACTIVO,NO,,,,,,
5468,56,813962536,Patricia,Mora Acosta,2000-06-30,Hurto calificado,CONDENADO,B038,Patio 4,2020-01-01,Miguel Bedoya,1027262483,2024-02-25,16:00:00,APROBADA,,19,153432064,Wilson,Perez Aguilar,TENIENTE,NOCHE,Patio 4,Zona Oeste,ACTIVO,NO,,,,,,
5469,73,190137896,Jairo,Ruiz Torres,1998-11-19,Violencia intrafamiliar,ACTIVO,B027,Patio 4,2021-11-01,Jose Gonzalez,202166909,2023-11-18,08:30:00,DENEGADA,Visitante en lista de restriccion,16,294782734,Rafael,Zapata Vega,TENIENTE,MANANA,Patio 2,Zona Norte,ACTIVO,NO,,,,,,
5470,17,918150683,Oscar,Cardenas Sanchez,1999-01-18,Concierto para delinquir,ACTIVO,E004,Patio 5,2021-02-11,Felipe Flores,238068859,2024-05-10,21:00:00,PENDIENTE,,5,779760958,Natalia,Montoya Soto,SARGENTO,TARDE,Patio 5,Zona Central,ACTIVO,NO,,,,,,
5471,95,614015466,Adriana,Cruz Castro,1962-04-21,Secuestro,TRASLADADO,D003,Patio 1,2020-05-13,Andres Mendoza,349429411,2023-08-17,11:15:00,APROBADA,,19,153432064,Wilson,Perez Aguilar,TENIENTE,NOCHE,Patio 4,Zona Oeste,ACTIVO,NO,,,,,,
5472,55,432091877,Hernan,Ramos Castillo,1978-01-18,Terrorismo,ACTIVO,A033,Patio 2,2022-05-11,Viviana Vega,606451135,2024-02-21,09:45:00,FINALIZADA,,4,576271425,Pedro,Perez Castillo,SUBOFICIAL,MANANA,Patio 1,Zona Sur,ACTIVO,NO,,,,,,
5473,79,721358005,Luis,Mendoza Zapata,1990-05-20,Falsedad documental,LIBERADO,C022,Patio 2,2020-06-04,David Munar,665918416,2024-02-28,17:45:00,APROBADA,,10,729712082,Yaneth,Montoya Cruz,OFICIAL,MANANA,Patio 4,Zona Este,ACTIVO,NO,,,,,,
5474,149,1021706559,Rafael,Torres Buitrago,1971-03-30,Fabricacion de explosivos,ACTIVO,E010,Patio 1,2020-09-26,Esperanza Diaz,237850097,2023-03-11,20:00:00,APROBADA,,11,905611583,Monica,Bravo Lopez,SARGENTO,NOCHE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
5475,62,804436922,Edison,Garcia Molina,1998-08-06,Fabricacion de explosivos,TRASLADADO,E040,Patio 4,2021-03-24,Claudia Salcedo,530194753,2023-03-03,11:45:00,APROBADA,,19,153432064,Wilson,Perez Aguilar,TENIENTE,NOCHE,Patio 4,Zona Oeste,ACTIVO,NO,,,,,,
5476,3,868820204,Jairo,Rios Buitrago,1978-10-26,Extorsion,SINDICADO,B032,Patio 1,2020-11-22,Oscar Bravo,1002508449,2024-02-16,12:15:00,APROBADA,,6,642831335,Paola,Ruiz Sanchez,OFICIAL,MANANA,Patio 5,Zona Sur,ACTIVO,NO,,,,,,
5477,78,280162221,Paola,Munar Acosta,1992-03-22,Homicidio,CONDENADO,B002,Patio 3,2020-08-09,Patricia Acosta,723584701,2024-06-05,16:30:00,PENDIENTE,,11,905611583,Monica,Bravo Lopez,SARGENTO,NOCHE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
5478,53,101815992,Beatriz,Buitrago Mora,1992-04-09,Terrorismo,CONDENADO,B011,Patio 3,2022-06-02,Martha Reyes,1028050904,2023-03-12,20:30:00,FINALIZADA,,15,990626742,Edison,Aguilar Rodriguez,CABO,TARDE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
5479,7,856528252,Pedro,Gonzalez Vega,1970-03-22,Fabricacion de explosivos,ACTIVO,A021,Patio 2,2020-07-25,Hector Martinez,172476398,2024-11-17,08:30:00,DENEGADA,Preso en aislamiento,17,669601448,Nelson,Gutierrez Ramos,TENIENTE,TARDE,Patio 2,Zona Este,ACTIVO,NO,,,,,,
5480,128,184791618,Viviana,Gutierrez Bedoya,1990-08-23,Extorsion,SINDICADO,D030,Patio 2,2021-04-20,Paola Medina,282520146,2023-09-22,18:30:00,PERMITIDA,,17,669601448,Nelson,Gutierrez Ramos,TENIENTE,TARDE,Patio 2,Zona Este,ACTIVO,SI,1059,Posesion de objetos prohibidos,Se detectó tráfico de mensajes entre internos de distintos patios,2023-09-22,15:30:00,RESUELTO
5481,71,624232414,Edwin,Aguilar Ruiz,1981-10-13,Trafico de estupefacientes,ACTIVO,E012,Patio 4,2020-12-04,Juan Guerrero,432385698,2023-08-25,15:15:00,FINALIZADA,,10,729712082,Yaneth,Montoya Cruz,OFICIAL,MANANA,Patio 4,Zona Este,ACTIVO,NO,,,,,,
5482,138,602866993,Pedro,Flores Molina,1970-02-13,Fraude procesal,CONDENADO,E013,Patio 4,2022-01-19,Beatriz Martinez,537139309,2024-04-14,09:00:00,CANCELADA,,13,494665673,David,Molina Aguilar,SUBOFICIAL,MANANA,Patio 4,Zona Central,SUSPENDIDO,NO,,,,,,
5483,18,264109919,Claudia,Molina Vargas,1984-03-12,Fabricacion de explosivos,TRASLADADO,A001,Patio 5,2021-10-25,Adriana Pineda,336502491,2023-06-22,19:45:00,PENDIENTE,,17,669601448,Nelson,Gutierrez Ramos,TENIENTE,TARDE,Patio 2,Zona Este,ACTIVO,NO,,,,,,
5484,76,938842599,Jairo,Gonzalez Molina,1961-05-23,Extorsion,ACTIVO,A006,Patio 5,2020-11-08,Dario Guerrero,502543309,2024-04-19,12:45:00,FINALIZADA,,15,990626742,Edison,Aguilar Rodriguez,CABO,TARDE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
5485,33,153839920,Natalia,Parra Cardenas,1998-04-01,Abuso sexual,ACTIVO,D011,Patio 1,2021-01-15,Hector Salcedo,990701785,2023-08-29,19:15:00,DENEGADA,Documentos incompletos,15,990626742,Edison,Aguilar Rodriguez,CABO,TARDE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
5486,134,335154329,Hector,Moreno Bedoya,1971-03-30,Concierto para delinquir,CONDENADO,E037,Patio 2,2020-07-17,David Jimenez,949480153,2023-11-22,14:45:00,PERMITIDA,,4,576271425,Pedro,Perez Castillo,SUBOFICIAL,MANANA,Patio 1,Zona Sur,ACTIVO,NO,,,,,,
5487,86,295249057,Martha,Jimenez Reyes,1995-10-15,Secuestro,ACTIVO,D033,Patio 3,2020-01-21,Paola Diaz,783731005,2024-10-04,20:30:00,PERMITIDA,,9,191659287,Andres,Ruiz Sanchez,OFICIAL,NOCHE,Patio 3,Zona Sur,ACTIVO,NO,,,,,,
5488,8,508157429,Camilo,Diaz Lozano,1997-06-01,Porte ilegal de armas,ACTIVO,C011,Patio 2,2021-06-30,Jairo Lopez,993808608,2024-09-07,20:00:00,FINALIZADA,,15,990626742,Edison,Aguilar Rodriguez,CABO,TARDE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
5489,80,735760237,Edison,Lozano Herrera,1964-07-27,Terrorismo,CONDENADO,E016,Patio 5,2020-09-04,Luz Castro,477357740,2023-12-12,11:00:00,APROBADA,,12,644830077,Nelson,Flores Vega,TENIENTE,MANANA,Patio 1,Zona Este,ACTIVO,SI,1060,Agresion a guardia,Se presentó una riña entre el preso y otro interno en el patio,2023-12-12,20:30:00,PENDIENTE
5490,45,1065212976,Diana,Jimenez Mora,1971-03-12,Concierto para delinquir,ACTIVO,E040,Patio 5,2022-04-12,Jose Medina,156120387,2024-10-15,10:30:00,FINALIZADA,,4,576271425,Pedro,Perez Castillo,SUBOFICIAL,MANANA,Patio 1,Zona Sur,ACTIVO,NO,,,,,,
5491,94,848846217,Jose,Lozano Molina,1982-01-07,Homicidio,TRASLADADO,D027,Patio 3,2022-08-19,Miguel Ospina,603741976,2023-12-17,20:15:00,PERMITIDA,,12,644830077,Nelson,Flores Vega,TENIENTE,MANANA,Patio 1,Zona Este,ACTIVO,NO,,,,,,
5492,74,327268503,Carolina,Castillo Cruz,1994-02-22,Falsedad documental,ACTIVO,E033,Patio 4,2021-05-31,Gloria Mendoza,1079826806,2023-12-30,14:30:00,APROBADA,,18,448303473,Ruben,Zapata Munar,DRAGONEANTE,MANANA,Patio 2,Zona Sur,ACTIVO,NO,,,,,,
5493,40,1055321749,Miguel,Acosta Montoya,1966-12-21,Secuestro,ACTIVO,B014,Patio 3,2021-02-20,Jose Flores,125416540,2023-08-10,15:30:00,APROBADA,,9,191659287,Andres,Ruiz Sanchez,OFICIAL,NOCHE,Patio 3,Zona Sur,ACTIVO,NO,,,,,,
5494,48,945436943,Edison,Sanchez Gutierrez,1999-02-14,Trafico de estupefacientes,TRASLADADO,B017,Patio 2,2022-07-31,Xiomara Chavez,145057416,2023-02-22,12:00:00,APROBADA,,5,779760958,Natalia,Montoya Soto,SARGENTO,TARDE,Patio 5,Zona Central,ACTIVO,NO,,,,,,
5495,118,1029066493,Rafael,Alvarez Buitrago,1981-09-22,Porte ilegal de armas,ACTIVO,E036,Patio 5,2022-02-11,Juan Mora,214733429,2024-01-21,13:15:00,PENDIENTE,,6,642831335,Paola,Ruiz Sanchez,OFICIAL,MANANA,Patio 5,Zona Sur,ACTIVO,NO,,,,,,
5496,72,1002486082,Carolina,Torres Bedoya,1983-12-17,Trafico de estupefacientes,TRASLADADO,D032,Patio 5,2020-02-25,Adriana Romero,571502664,2024-04-17,14:00:00,RECHAZADA,Preso en aislamiento,17,669601448,Nelson,Gutierrez Ramos,TENIENTE,TARDE,Patio 2,Zona Este,ACTIVO,NO,,,,,,
5497,44,996139578,Claudia,Cano Montoya,1966-08-23,Lavado de activos,ACTIVO,B039,Patio 3,2020-03-22,Dario Zapata,467725872,2023-02-04,08:15:00,APROBADA,,12,644830077,Nelson,Flores Vega,TENIENTE,MANANA,Patio 1,Zona Este,ACTIVO,NO,,,,,,
5498,100,357553274,Oscar,Montoya Martinez,1967-01-08,Trafico de estupefacientes,SINDICADO,E017,Patio 5,2022-08-20,Carlos Ruiz,881993674,2023-07-19,20:15:00,APROBADA,,20,544726404,Camilo,Jimenez Molina,SUBOFICIAL,MANANA,Patio 3,Zona Oeste,ACTIVO,NO,,,,,,
5499,89,428786222,Hernan,Cano Ortiz,1981-03-24,Abuso sexual,SINDICADO,C029,Patio 5,2021-11-08,Wilson Bravo,924692100,2024-02-11,17:45:00,DENEGADA,Documentos incompletos,2,585337126,Olga,Romero Bedoya,DRAGONEANTE,NOCHE,Patio 5,Zona Este,ACTIVO,NO,,,,,,
5500,86,295249057,Martha,Jimenez Reyes,1995-10-15,Secuestro,ACTIVO,D033,Patio 3,2020-01-21,Jose Jimenez,526189687,2024-06-16,12:30:00,DENEGADA,Horario no disponible,18,448303473,Ruben,Zapata Munar,DRAGONEANTE,MANANA,Patio 2,Zona Sur,ACTIVO,NO,,,,,,
5501,65,558209399,Yaneth,Alvarez Vargas,1993-05-11,Fraude procesal,SINDICADO,B027,Patio 2,2021-07-21,Luis Gonzalez,953368854,2023-09-28,09:00:00,PENDIENTE,,19,153432064,Wilson,Perez Aguilar,TENIENTE,NOCHE,Patio 4,Zona Oeste,ACTIVO,NO,,,,,,
5502,44,996139578,Claudia,Cano Montoya,1966-08-23,Lavado de activos,ACTIVO,B039,Patio 3,2020-03-22,Jorge Mendoza,162788356,2024-07-04,17:45:00,FINALIZADA,,2,585337126,Olga,Romero Bedoya,DRAGONEANTE,NOCHE,Patio 5,Zona Este,ACTIVO,NO,,,,,,
5503,106,198061499,Edwin,Mora Zapata,1986-05-03,Trafico de estupefacientes,LIBERADO,E013,Patio 3,2020-03-23,Oscar Zapata,537812171,2023-09-08,10:00:00,PERMITIDA,,5,779760958,Natalia,Montoya Soto,SARGENTO,TARDE,Patio 5,Zona Central,ACTIVO,SI,1061,Amenazas verbales,Se encontró un celular durante la requisa al visitante,2023-09-08,09:45:00,RESUELTO
5504,8,508157429,Camilo,Diaz Lozano,1997-06-01,Porte ilegal de armas,ACTIVO,C011,Patio 2,2021-06-30,Oscar Castro,135225386,2024-06-19,14:30:00,APROBADA,,11,905611583,Monica,Bravo Lopez,SARGENTO,NOCHE,Patio 3,Zona Este,ACTIVO,SI,1062,Huelga de hambre,Se reportó posesión de arma artesanal durante la requisa,2024-06-19,20:15:00,EN_PROCESO
5505,127,562446417,Rafael,Herrera Salcedo,1978-06-26,Estafa,CONDENADO,B007,Patio 2,2020-12-24,Carolina Diaz,280788414,2023-10-21,11:00:00,DENEGADA,Documentos incompletos,2,585337126,Olga,Romero Bedoya,DRAGONEANTE,NOCHE,Patio 5,Zona Este,ACTIVO,NO,,,,,,
5506,43,692362342,Ferney,Ruiz Montoya,1960-06-07,Homicidio,ACTIVO,E017,Patio 2,2020-03-14,Maria Cardenas,708179443,2024-07-28,15:30:00,RECHAZADA,Cupo maximo alcanzado,5,779760958,Natalia,Montoya Soto,SARGENTO,TARDE,Patio 5,Zona Central,ACTIVO,NO,,,,,,
5507,50,930353157,Camilo,Reyes Pineda,1982-11-07,Lavado de activos,CONDENADO,D018,Patio 3,2020-02-26,Jhon Chavez,135410238,2024-05-13,12:15:00,CANCELADA,,13,494665673,David,Molina Aguilar,SUBOFICIAL,MANANA,Patio 4,Zona Central,SUSPENDIDO,NO,,,,,,
5508,22,1097413271,Esperanza,Molina Bravo,1990-12-11,Extorsion,CONDENADO,C023,Patio 3,2022-06-16,Adriana Jimenez,1072336396,2024-02-06,19:45:00,DENEGADA,Cupo maximo alcanzado,16,294782734,Rafael,Zapata Vega,TENIENTE,MANANA,Patio 2,Zona Norte,ACTIVO,NO,,,,,,
5509,129,595155950,Hector,Medina Diaz,1971-06-15,Concierto para delinquir,ACTIVO,C040,Patio 3,2020-11-19,Jorge Pineda,475886029,2023-02-28,09:00:00,APROBADA,,17,669601448,Nelson,Gutierrez Ramos,TENIENTE,TARDE,Patio 2,Zona Este,ACTIVO,NO,,,,,,
5510,45,1065212976,Diana,Jimenez Mora,1971-03-12,Concierto para delinquir,ACTIVO,E040,Patio 5,2022-04-12,Henry Flores,325887355,2023-06-04,11:15:00,PERMITIDA,,19,153432064,Wilson,Perez Aguilar,TENIENTE,NOCHE,Patio 4,Zona Oeste,ACTIVO,NO,,,,,,
5511,120,441639230,Dario,Parra Soto,2000-12-21,Fabricacion de explosivos,ACTIVO,E010,Patio 2,2022-10-11,Luis Chavez,801138556,2023-12-10,08:30:00,PERMITIDA,,16,294782734,Rafael,Zapata Vega,TENIENTE,MANANA,Patio 2,Zona Norte,ACTIVO,NO,,,,,,
5512,62,804436922,Edison,Garcia Molina,1998-08-06,Fabricacion de explosivos,TRASLADADO,E040,Patio 4,2021-03-24,Rodrigo Ramos,137198064,2023-09-28,12:45:00,CANCELADA,,6,642831335,Paola,Ruiz Sanchez,OFICIAL,MANANA,Patio 5,Zona Sur,ACTIVO,NO,,,,,,
5513,72,1002486082,Carolina,Torres Bedoya,1983-12-17,Trafico de estupefacientes,TRASLADADO,D032,Patio 5,2020-02-25,Dario Ortiz,448839839,2024-12-31,10:45:00,APROBADA,,4,576271425,Pedro,Perez Castillo,SUBOFICIAL,MANANA,Patio 1,Zona Sur,ACTIVO,NO,,,,,,
5514,80,735760237,Edison,Lozano Herrera,1964-07-27,Terrorismo,CONDENADO,E016,Patio 5,2020-09-04,Xiomara Parra,159798523,2024-04-23,17:15:00,APROBADA,,5,779760958,Natalia,Montoya Soto,SARGENTO,TARDE,Patio 5,Zona Central,ACTIVO,NO,,,,,,
5515,34,173574218,Paola,Martinez Mora,1998-08-29,Extorsion,SINDICADO,D026,Patio 2,2020-03-22,Viviana Acosta,913762272,2023-11-01,18:45:00,APROBADA,,4,576271425,Pedro,Perez Castillo,SUBOFICIAL,MANANA,Patio 1,Zona Sur,ACTIVO,NO,,,,,,
5516,9,853573823,Wilson,Pineda Martinez,1987-04-29,Concierto para delinquir,ACTIVO,E027,Patio 2,2020-11-30,Andres Cano,903406787,2024-04-29,18:45:00,APROBADA,,10,729712082,Yaneth,Montoya Cruz,OFICIAL,MANANA,Patio 4,Zona Este,ACTIVO,SI,1063,Incendio provocado,El guardia intervino para separar a dos internos en conflicto,2024-04-29,18:30:00,EN_PROCESO
5517,12,803771909,Martha,Chavez Pineda,1980-07-31,Hurto calificado,ACTIVO,B024,Patio 5,2021-06-22,Nelson Castillo,544049678,2023-07-23,15:45:00,APROBADA,,9,191659287,Andres,Ruiz Sanchez,OFICIAL,NOCHE,Patio 3,Zona Sur,ACTIVO,SI,1064,Motin,El guardia intervino para separar a dos internos en conflicto,2023-07-23,15:00:00,EN_PROCESO
5518,44,996139578,Claudia,Cano Montoya,1966-08-23,Lavado de activos,ACTIVO,B039,Patio 3,2020-03-22,Camilo Fuentes,449500419,2024-04-06,21:15:00,PERMITIDA,,8,435569630,Hernan,Medina Ortiz,CABO,NOCHE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
5519,102,1092041933,Rodrigo,Lozano Cano,1989-08-28,Fabricacion de explosivos,TRASLADADO,C029,Patio 1,2021-04-05,Jhon Herrera,288915804,2023-10-29,16:30:00,APROBADA,,1,664880035,David,Acosta Martinez,TENIENTE,TARDE,Patio 3,Zona Central,ACTIVO,SI,1065,Incendio provocado,Se encontró material prohibido en el registro de la visita,2023-10-29,14:30:00,RESUELTO
5520,48,945436943,Edison,Sanchez Gutierrez,1999-02-14,Trafico de estupefacientes,TRASLADADO,B017,Patio 2,2022-07-31,Paola Soto,284002049,2024-05-11,17:00:00,APROBADA,,13,494665673,David,Molina Aguilar,SUBOFICIAL,MANANA,Patio 4,Zona Central,SUSPENDIDO,SI,1066,Amenazas verbales,El interno presentó conducta agresiva hacia el personal,2024-05-11,13:00:00,EN_PROCESO
5521,117,945805127,Olga,Aguilar Garcia,1972-09-08,Terrorismo,ACTIVO,D031,Patio 5,2022-09-29,Jose Molina,256587699,2024-08-18,09:45:00,RECHAZADA,Horario no disponible,6,642831335,Paola,Ruiz Sanchez,OFICIAL,MANANA,Patio 5,Zona Sur,ACTIVO,NO,,,,,,
5522,34,173574218,Paola,Martinez Mora,1998-08-29,Extorsion,SINDICADO,D026,Patio 2,2020-03-22,Rodrigo Martinez,692661459,2023-05-26,13:15:00,CANCELADA,,20,544726404,Camilo,Jimenez Molina,SUBOFICIAL,MANANA,Patio 3,Zona Oeste,ACTIVO,NO,,,,,,
5523,114,200082623,Edwin,Ramirez Diaz,1965-04-08,Concierto para delinquir,CONDENADO,D008,Patio 3,2022-11-08,Wilson Ospina,273727635,2024-05-04,14:00:00,FINALIZADA,,11,905611583,Monica,Bravo Lopez,SARGENTO,NOCHE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
5524,41,838194420,Hector,Medina Cardenas,1981-11-30,Secuestro,TRASLADADO,A014,Patio 1,2022-05-17,Martha Cano,700893888,2024-01-08,21:15:00,FINALIZADA,,9,191659287,Andres,Ruiz Sanchez,OFICIAL,NOCHE,Patio 3,Zona Sur,ACTIVO,NO,,,,,,
5525,56,813962536,Patricia,Mora Acosta,2000-06-30,Hurto calificado,CONDENADO,B038,Patio 4,2020-01-01,Ivan Bravo,973641310,2024-11-09,12:00:00,CANCELADA,,8,435569630,Hernan,Medina Ortiz,CABO,NOCHE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
5526,50,930353157,Camilo,Reyes Pineda,1982-11-07,Lavado de activos,CONDENADO,D018,Patio 3,2020-02-26,Diana Lozano,718800658,2024-06-07,11:45:00,DENEGADA,Documentos incompletos,16,294782734,Rafael,Zapata Vega,TENIENTE,MANANA,Patio 2,Zona Norte,ACTIVO,NO,,,,,,
